⟨ϵ⟩, ⟨|m|⟩
0.00376605, 0.000942191
-4.05559e-05, 1.46714e+06
-0.000670434, -1.3845e+261
-0.000178842, -0.9403374.66247e+232
-0.000178842, -0.9403374.66247e+232
0.239669
-0.000519563, 0.00039828
-0.000519563, 0.00039828
0.000823784, 0.00400495
0.00382441, 0.000987069
-3.99253e-05, 1.46712e+06
-0.000687425, -1.38448e+261
-0.000271852, 2.89913e+257
-0.94954, 0.240196
-0.000530575, 0.000399948
-0.000271969, 2.89909e+257
-0.000705577, -1.38445e+261
-0.000182911, 4.66239e+232
0.000866134, 0.0040703
-3.88756e-05, 1.4671e+06
-0.000273879, 0.00387413, 0.00103264
-0.000273879, 0.00387413, 0.00103264
2.89906e+257
-0.00018531, 4.66232e+232
-0.000722122, -1.38442e+261
-0.958844, 0.240845
-0.000538865, 0.000400652
-3.65482e-05, 1.46709e+06
-0.000186105, 4.66224e+232
-0.000738198, -1.38439e+261
-0.000738198, -1.38439e+261
-3.56926e-05, 1.46707e+06
-0.000547384, 0.000401723
0.000908769, 0.00413888
0.00391497, 0.00107714
-0.968094, 0.241848
-0.000187708, 4.66217e+232
-0.000275413, 2.89903e+257
-3.66781e-05, 1.46705e+06
-0.00075253, -1.38437e+261
-0.000556523, 0.000402808
0.000948818, 0.00420945
-0.976426, 0.243411
-0.976426, 0.243411
-3.76998e-05, 1.46703e+06
-0.000189954, 4.66209e+232
0.000987743, 0.00427962
0.00396212, 0.00111193
-0.000564459, 0.000404592
-0.000765809, -1.38434e+261
-0.00027666, 2.899e+257
-0.000193058, 4.66202e+232
-0.984037, 0.245118
-3.8232e-05, 1.46701e+06
0.00103196, 0.00434847
-0.000279072, 2.89896e+257
-0.000778603, -1.38431e+261
-0.990533, 0.24772
-0.000573062, 0.000405632
0.0040132, 0.00114329
-0.000197094, 4.66195e+232
-0.000790057, -1.38428e+261
0.00107313, 0.00441648
-4.05289e-05, 1.46699e+06
0.00406599, 0.00117245
-0.000584627, 0.000407217
0.00411608, 0.00120358
-0.99602, 0.250955
-0.000800704, -1.38425e+261
0.0011143, 0.00448357
-4.31098e-05, 1.46697e+06
-0.000282122, 2.89893e+257
-0.000200726, 4.66187e+232
-0.000200726, 4.66187e+232
0.00416122, 0.0012325
-0.000200726, 4.66187e+232
0.00416122, 0.0012325
-1.00114, 0.254435
-4.26984e-05, 1.46695e+06
-0.000810569, -1.38423e+261
0.00115708, 0.00454836
-0.000595869, 0.000407985
-0.000285373, 2.8989e+257
0.00420564, 0.00126144
-4.36024e-05, 1.46693e+06
-0.000818246, -1.3842e+261
-0.000204633, 4.6618e+232
-1.00569, 0.257959
-0.000288522, 2.89886e+257
0.00424213, 0.00129391
-4.53361e-05, 1.46691e+06
-0.000607183, 0.000408692
-0.000824546, -1.38417e+261
0.00119689, 0.00460843
-0.000292189, 2.89883e+257
0.00427222, 0.00132263
-4.83869e-05, 1.46689e+06
-1.0093, 0.261154
-0.000208323, 4.66172e+232
-0.000825581, -1.38414e+261
-0.000295333, 2.8988e+257
0.00429728, 0.00134293
-0.000617639, 0.000409302
-5.15232e-05, 1.46687e+06
0.00123225, 0.00467226
-0.000298693, 2.89876e+257
-0.000824127, -1.38412e+261
-1.01368, 0.00432138, 0.0013556-1.01368, 0.00432138, 0.00135561
-5.47096e-05, 1.46685e+06
-0.000211987, 4.66165e+232
-0.000626926, 0.000410284
-0.000301747, 2.89873e+257
-0.000301747, 2.89873e+257
-0.000822077, -1.38409e+261
0.00126947, 0.00474071
-5.84536e-05, 1.46683e+06
-0.000638339, 0.000413501
-0.00021567, 4.66157e+232
-0.000820636, -1.38406e+261
-6.31344e-05, 1.46681e+06
-0.000304163, 2.8987e+257
0.00130728, 0.00481289
